-2.0					0.0
-1.9					0.0
-1.8					0.0
-1.7					0.0
-1.6					0.0
-1.5					0.0
-1.4					0.0
-1.3					0.0
-1.2					0.0
-1.1					0.0
-1.0					9.60919886755e-32
-0.9					0.00281973404673
-0.8					0.0198739826509
-0.7					0.0587174442217
-0.6					0.120883347736
-0.5					0.20307355794
-0.4					0.298156423984
-0.3					0.396000115094
-0.2					0.484165464027
-0.1					0.548479090911
6.38378239159e-16					0.573504748463
0.1					0.548479090911
0.2					0.484165464027
0.3					0.396000115094
0.4					0.298156423984
0.5					0.20307355794
0.6					0.120883347736
0.7					0.0587174442217
0.8					0.0198739826509
0.9					0.00281973404673
1.0					2.83627288322e-16
1.1					2.83627288322e-16
1.2					2.83627288322e-16
1.3					2.83627288322e-16
1.4					2.83627288322e-16
1.5					2.83627288322e-16
1.6					2.83627288322e-16
1.7					2.83627288322e-16
1.8					2.83627288322e-16
1.9					2.83627288322e-16
